Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (CPC),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2019","2019","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2020","2020","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2021","2021","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2022","2022","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01929.90","Other fibre crops, raw, n.e.c.","2023","2023","t","","M","Missing value (data cannot exist, not applicable)",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1961","1961","kg/ha","6020.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1961","1961","t","590000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1962","1962","kg/ha","6040","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1962","1962","t","604000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1963","1963","kg/ha","6190","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1963","1963","t","619000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1964","1964","kg/ha","6215.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1964","1964","t","634000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1965","1965","kg/ha","6250","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1965","1965","t","650000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1966","1966","kg/ha","6283","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1966","1966","t","666000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1967","1967","kg/ha","6324.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1967","1967","t","683000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1968","1968","kg/ha","6363.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1968","1968","t","700000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1969","1969","kg/ha","6401.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1969","1969","t","717000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1970","1970","kg/ha","6327.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1970","1970","t","734000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1971","1971","kg/ha","6364.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1971","1971","t","751000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1972","1972","kg/ha","6400","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1972","1972","t","768000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1973","1973","kg/ha","6416.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1973","1973","t","770000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1974","1974","kg/ha","6446.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1974","1974","t","780000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1975","1975","kg/ha","6451.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1975","1975","t","800000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1976","1976","kg/ha","6439.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1976","1976","t","850000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1977","1977","kg/ha","6423.4","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1977","1977","t","880000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1978","1978","kg/ha","6428.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1978","1978","t","900000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1979","1979","kg/ha","6478.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1979","1979","t","920000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1980","1980","kg/ha","6413.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1980","1980","t","930000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1981","1981","kg/ha","6418.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1981","1981","t","950000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1982","1982","kg/ha","6451.6","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1982","1982","t","1000000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1983","1983","kg/ha","6486.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1983","1983","t","1200000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1984","1984","kg/ha","6486.5","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1984","1984","t","1200000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1985","1985","kg/ha","6504.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1985","1985","t","1200000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1986","1986","kg/ha","6632.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1986","1986","t","1300000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1987","1987","kg/ha","6565.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1987","1987","t","1300000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1988","1988","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1988","1988","t","1400000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1989","1989","kg/ha","6666.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1989","1989","t","1400000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1990","1990","kg/ha","6587.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1990","1990","t","1300000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1991","1991","kg/ha","6333.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1991","1991","t","1320712.6","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1992","1992","kg/ha","6192.7","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1992","1992","t","1350000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1993","1993","kg/ha","6266.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1993","1993","t","1400000","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1994","1994","kg/ha","6278.3","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1994","1994","t","1441746.3","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1995","1995","kg/ha","6290.2","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1995","1995","t","1497578.45","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1996","1996","kg/ha","6302.1","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1996","1996","t","1555354.12","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1997","1997","kg/ha","6313.9","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1997","1997","t","1613831.14","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1998","1998","kg/ha","6325.8","E","Estimated value",""
"QCL","Crops and livestock products","566","Nigeria","5510","Production","01359.90","Other fruits, n.e.c.","1998","1998","t","1637281.59","I","Imputed value",""
"QCL","Crops and livestock products","566","Nigeria","5412","Yield","01359.90","Other fruits, n.e.c.","1999","1999","kg/ha","6337.7","E","Estimated value",""
